Transaction ID,Account ID,Transaction Type,Transaction Amount
TRANS005690,ACC05690,Debit,3326.93
TRANS005691,ACC05691,Credit,3665.21
TRANS005692,ACC05692,Debit,2594.53
TRANS005693,ACC05693,Credit,1814.85
TRANS005694,ACC05694,Credit,4489.47
TRANS005695,ACC05695,Credit,3466.49
TRANS005696,ACC05696,Debit,3060.98
TRANS005697,ACC05697,Credit,2155.84
TRANS005698,ACC05698,Credit,1084.42
TRANS005699,ACC05699,Credit,1991.09
TRANS005700,ACC05700,Debit,4884.29
TRANS005701,ACC05701,Debit,3455.3
TRANS005702,ACC05702,Debit,4690.84
TRANS005703,ACC05703,Debit,4641.93
TRANS005704,ACC05704,Credit,4855.25
TRANS005705,ACC05705,Credit,4624.35
TRANS005706,ACC05706,Debit,895.91
TRANS005707,ACC05707,Credit,750.41
TRANS005708,ACC05708,Debit,903.76
TRANS005709,ACC05709,Debit,78.61
TRANS005710,ACC05710,Credit,1026.04
TRANS005711,ACC05711,Debit,2654.27
TRANS005712,ACC05712,Debit,1761.52
TRANS005713,ACC05713,Debit,2953.67
TRANS005714,ACC05714,Credit,480.32
TRANS005715,ACC05715,Credit,702.89
TRANS005716,ACC05716,Debit,4020.16
TRANS005717,ACC05717,Debit,1115.78
TRANS005718,ACC05718,Credit,4868.12
TRANS005719,ACC05719,Debit,1780.87
TRANS005720,ACC05720,Credit,2496.55
TRANS005721,ACC05721,Credit,1252.14
TRANS005722,ACC05722,Debit,4050.24
TRANS005723,ACC05723,Credit,887.45
TRANS005724,ACC05724,Debit,2275.81
TRANS005725,ACC05725,Debit,922.87
TRANS005726,ACC05726,Credit,2524.14
TRANS005727,ACC05727,Credit,1973.8
TRANS005728,ACC05728,Credit,1940.71
TRANS005729,ACC05729,Credit,3940.32
TRANS005730,ACC05730,Debit,2463.17
TRANS005731,ACC05731,Credit,4466.64
TRANS005732,ACC05732,Debit,4472.63
TRANS005733,ACC05733,Credit,216.4
TRANS005734,ACC05734,Credit,867.71
TRANS005735,ACC05735,Debit,3484.1
TRANS005736,ACC05736,Debit,4355.8
TRANS005737,ACC05737,Debit,2584.53
TRANS005738,ACC05738,Debit,358.74
TRANS005739,ACC05739,Debit,2955.3
TRANS005740,ACC05740,Debit,4815.8
TRANS005741,ACC05741,Credit,2272.1
TRANS005742,ACC05742,Credit,2488.32
TRANS005743,ACC05743,Debit,4069.6
TRANS005744,ACC05744,Debit,3802.94
TRANS005745,ACC05745,Credit,1510.21
TRANS005746,ACC05746,Debit,402.18
TRANS005747,ACC05747,Credit,4494.44
TRANS005748,ACC05748,Credit,4366.92
TRANS005749,ACC05749,Credit,3373.93
TRANS005750,ACC05750,Debit,4393.96
TRANS005751,ACC05751,Debit,578.99
TRANS005752,ACC05752,Credit,4786.07
TRANS005753,ACC05753,Credit,2843.97
TRANS005754,ACC05754,Credit,4112.22
TRANS005755,ACC05755,Credit,3367.08
TRANS005756,ACC05756,Debit,1344.81
TRANS005757,ACC05757,Credit,1542.25
TRANS005758,ACC05758,Debit,3113.98
TRANS005759,ACC05759,Credit,3553.25
TRANS005760,ACC05760,Credit,946.47
TRANS005761,ACC05761,Credit,245.09
TRANS005762,ACC05762,Credit,25.22
TRANS005763,ACC05763,Credit,1954.74
TRANS005764,ACC05764,Credit,392.7
TRANS005765,ACC05765,Debit,150.25
TRANS005766,ACC05766,Debit,4553.46
TRANS005767,ACC05767,Debit,3237.3
TRANS005768,ACC05768,Credit,2030.29
TRANS005769,ACC05769,Debit,2558.68
TRANS005770,ACC05770,Debit,2797.75
TRANS005771,ACC05771,Debit,530.05
TRANS005772,ACC05772,Credit,3164.3
TRANS005773,ACC05773,Credit,2515.36
TRANS005774,ACC05774,Credit,663.28
TRANS005775,ACC05775,Credit,3861.99
TRANS005776,ACC05776,Debit,560.54
TRANS005777,ACC05777,Credit,2159.19
TRANS005778,ACC05778,Credit,2887.01
TRANS005779,ACC05779,Credit,645.56
TRANS005780,ACC05780,Credit,3977.34
TRANS005781,ACC05781,Debit,946.21
TRANS005782,ACC05782,Debit,4350.72
TRANS005783,ACC05783,Credit,3976.45
TRANS005784,ACC05784,Credit,2789.73
TRANS005785,ACC05785,Debit,1873.5
TRANS005786,ACC05786,Credit,406.67
TRANS005787,ACC05787,Credit,882.25
TRANS005788,ACC05788,Credit,517.21
TRANS005789,ACC05789,Credit,3564.85
TRANS005790,ACC05790,Debit,2509.5
TRANS005791,ACC05791,Credit,482.19
TRANS005792,ACC05792,Debit,4421.13
TRANS005793,ACC05793,Credit,3511.75
TRANS005794,ACC05794,Credit,3377.59
TRANS005795,ACC05795,Debit,2771.23
TRANS005796,ACC05796,Debit,642.5
TRANS005797,ACC05797,Debit,4999.41
TRANS005798,ACC05798,Credit,1767.43
TRANS005799,ACC05799,Debit,2720.76
TRANS005800,ACC05800,Credit,1689.87
TRANS005801,ACC05801,Debit,3149.16
TRANS005802,ACC05802,Debit,256.83
TRANS005803,ACC05803,Credit,2996.66
TRANS005804,ACC05804,Credit,1155.63
TRANS005805,ACC05805,Credit,3084.1
TRANS005806,ACC05806,Credit,3397.03
TRANS005807,ACC05807,Credit,157.0
TRANS005808,ACC05808,Debit,1321.91
TRANS005809,ACC05809,Credit,760.98
TRANS005810,ACC05810,Credit,2343.83
TRANS005811,ACC05811,Credit,2657.98
TRANS005812,ACC05812,Credit,2056.48
TRANS005813,ACC05813,Credit,630.51
TRANS005814,ACC05814,Credit,2870.49
TRANS005815,ACC05815,Debit,3187.51
TRANS005816,ACC05816,Credit,4004.63
TRANS005817,ACC05817,Debit,779.5
TRANS005818,ACC05818,Debit,2023.11
TRANS005819,ACC05819,Debit,1413.23
TRANS005820,ACC05820,Debit,1262.34
TRANS005821,ACC05821,Credit,4875.75
TRANS005822,ACC05822,Debit,3213.1
TRANS005823,ACC05823,Credit,389.92
TRANS005824,ACC05824,Credit,2007.63
TRANS005825,ACC05825,Credit,449.85
TRANS005826,ACC05826,Credit,29.01
TRANS005827,ACC05827,Debit,519.52
TRANS005828,ACC05828,Credit,347.65
TRANS005829,ACC05829,Debit,3012.85
TRANS005830,ACC05830,Credit,3726.12
TRANS005831,ACC05831,Debit,1965.82
TRANS005832,ACC05832,Debit,3201.0
TRANS005833,ACC05833,Credit,622.14
TRANS005834,ACC05834,Credit,2641.93
TRANS005835,ACC05835,Credit,2306.03
TRANS005836,ACC05836,Debit,1923.86
TRANS005837,ACC05837,Credit,1486.47
TRANS005838,ACC05838,Credit,2359.98
TRANS005839,ACC05839,Debit,3646.51
TRANS005840,ACC05840,Credit,1256.45
TRANS005841,ACC05841,Debit,423.82
TRANS005842,ACC05842,Debit,4070.95
TRANS005843,ACC05843,Debit,263.29
TRANS005844,ACC05844,Debit,662.48
TRANS005845,ACC05845,Credit,277.16
TRANS005846,ACC05846,Credit,2078.69
TRANS005847,ACC05847,Credit,31.58
TRANS005848,ACC05848,Debit,1779.94
TRANS005849,ACC05849,Debit,2077.55
TRANS005850,ACC05850,Debit,3100.58
TRANS005851,ACC05851,Debit,4572.03
TRANS005852,ACC05852,Credit,3744.48
TRANS005853,ACC05853,Credit,2074.52
TRANS005854,ACC05854,Debit,2350.94
TRANS005855,ACC05855,Credit,4693.36
TRANS005856,ACC05856,Debit,1742.74
TRANS005857,ACC05857,Debit,1943.12
TRANS005858,ACC05858,Credit,2771.82
TRANS005859,ACC05859,Credit,953.46
TRANS005860,ACC05860,Debit,2316.43
TRANS005861,ACC05861,Debit,2906.2
TRANS005862,ACC05862,Credit,4851.15
TRANS005863,ACC05863,Credit,3103.83
TRANS005864,ACC05864,Debit,1919.06
TRANS005865,ACC05865,Credit,2266.87
TRANS005866,ACC05866,Debit,1790.4
TRANS005867,ACC05867,Credit,2875.56
TRANS005868,ACC05868,Credit,3358.16
TRANS005869,ACC05869,Credit,2975.99
TRANS005870,ACC05870,Credit,4519.66
TRANS005871,ACC05871,Credit,2602.65
TRANS005872,ACC05872,Debit,4587.95
TRANS005873,ACC05873,Debit,4716.42
TRANS005874,ACC05874,Credit,4975.24
TRANS005875,ACC05875,Credit,4761.88
TRANS005876,ACC05876,Credit,879.78
TRANS005877,ACC05877,Debit,3847.03
TRANS005878,ACC05878,Credit,4481.58
TRANS005879,ACC05879,Debit,3170.63
TRANS005880,ACC05880,Credit,2880.3
TRANS005881,ACC05881,Credit,2980.34
TRANS005882,ACC05882,Credit,1847.1
TRANS005883,ACC05883,Debit,626.13
TRANS005884,ACC05884,Credit,1308.95
TRANS005885,ACC05885,Debit,2512.94
TRANS005886,ACC05886,Debit,3005.42
TRANS005887,ACC05887,Credit,4149.84
TRANS005888,ACC05888,Credit,4017.48
TRANS005889,ACC05889,Credit,1176.32
TRANS005890,ACC05890,Debit,890.13
TRANS005891,ACC05891,Credit,4582.27
TRANS005892,ACC05892,Credit,4026.38
TRANS005893,ACC05893,Credit,4139.57
TRANS005894,ACC05894,Debit,3001.7
TRANS005895,ACC05895,Debit,4929.17
TRANS005896,ACC05896,Credit,3902.41
TRANS005897,ACC05897,Debit,2433.0
TRANS005898,ACC05898,Debit,3220.53
TRANS005899,ACC05899,Debit,1337.91
TRANS005900,ACC05900,Credit,1734.6
TRANS005901,ACC05901,Debit,1094.13
TRANS005902,ACC05902,Credit,3298.08
TRANS005903,ACC05903,Credit,1976.4
TRANS005904,ACC05904,Debit,4240.6
TRANS005905,ACC05905,Credit,3860.85
TRANS005906,ACC05906,Debit,3899.1
TRANS005907,ACC05907,Debit,2806.85
TRANS005908,ACC05908,Debit,2112.01
TRANS005909,ACC05909,Debit,2504.33
TRANS005910,ACC05910,Debit,2933.33
TRANS005911,ACC05911,Debit,2203.18
TRANS005912,ACC05912,Debit,3237.32
TRANS005913,ACC05913,Credit,2491.21
TRANS005914,ACC05914,Credit,2310.1
TRANS005915,ACC05915,Credit,2808.52
TRANS005916,ACC05916,Debit,3382.86
TRANS005917,ACC05917,Credit,1476.23
TRANS005918,ACC05918,Debit,2439.34
TRANS005919,ACC05919,Debit,1311.3
TRANS005920,ACC05920,Debit,342.8
TRANS005921,ACC05921,Credit,460.62
TRANS005922,ACC05922,Credit,1381.15
TRANS005923,ACC05923,Credit,3570.35
TRANS005924,ACC05924,Debit,4927.66
TRANS005925,ACC05925,Credit,1056.35
TRANS005926,ACC05926,Credit,1012.29
TRANS005927,ACC05927,Debit,631.69
TRANS005928,ACC05928,Credit,1044.26
TRANS005929,ACC05929,Debit,4092.56
TRANS005930,ACC05930,Debit,4125.38
TRANS005931,ACC05931,Credit,505.29
TRANS005932,ACC05932,Debit,1374.71
TRANS005933,ACC05933,Credit,2140.3
TRANS005934,ACC05934,Debit,3639.31
TRANS005935,ACC05935,Debit,4461.27
TRANS005936,ACC05936,Debit,4039.14
TRANS005937,ACC05937,Debit,3092.5
TRANS005938,ACC05938,Credit,4988.45
TRANS005939,ACC05939,Credit,431.19
TRANS005940,ACC05940,Debit,3433.25
TRANS005941,ACC05941,Credit,290.6
TRANS005942,ACC05942,Debit,3011.54
TRANS005943,ACC05943,Credit,2001.52
TRANS005944,ACC05944,Credit,106.28
TRANS005945,ACC05945,Credit,1131.06
TRANS005946,ACC05946,Credit,3894.42
TRANS005947,ACC05947,Credit,2997.55
TRANS005948,ACC05948,Debit,774.86
TRANS005949,ACC05949,Credit,1847.68
TRANS005950,ACC05950,Debit,869.08
TRANS005951,ACC05951,Credit,3313.85
TRANS005952,ACC05952,Debit,2069.54
TRANS005953,ACC05953,Credit,1922.67
TRANS005954,ACC05954,Debit,3552.72
TRANS005955,ACC05955,Credit,3059.44
TRANS005956,ACC05956,Debit,2694.45
TRANS005957,ACC05957,Credit,2292.45
TRANS005958,ACC05958,Credit,3893.47
TRANS005959,ACC05959,Credit,30.37
TRANS005960,ACC05960,Debit,3483.72
TRANS005961,ACC05961,Debit,946.24
TRANS005962,ACC05962,Debit,4976.54
TRANS005963,ACC05963,Credit,146.46
TRANS005964,ACC05964,Debit,2088.66
TRANS005965,ACC05965,Credit,4752.88
TRANS005966,ACC05966,Debit,3526.3
TRANS005967,ACC05967,Debit,2299.38
TRANS005968,ACC05968,Debit,1183.21
TRANS005969,ACC05969,Credit,4868.27
TRANS005970,ACC05970,Credit,664.74
TRANS005971,ACC05971,Debit,2391.9
TRANS005972,ACC05972,Credit,2600.21
TRANS005973,ACC05973,Debit,1182.63
TRANS005974,ACC05974,Credit,1829.9
TRANS005975,ACC05975,Debit,1231.71
TRANS005976,ACC05976,Debit,4581.59
TRANS005977,ACC05977,Credit,3816.35
TRANS005978,ACC05978,Credit,2168.98
TRANS005979,ACC05979,Credit,3936.25
TRANS005980,ACC05980,Debit,3664.95
TRANS005981,ACC05981,Credit,4025.31
TRANS005982,ACC05982,Debit,4419.83
TRANS005983,ACC05983,Debit,3672.32
TRANS005984,ACC05984,Credit,3840.75
TRANS005985,ACC05985,Credit,3163.99
TRANS005986,ACC05986,Credit,1693.75
TRANS005987,ACC05987,Credit,3001.11
TRANS005988,ACC05988,Debit,3819.65
TRANS005989,ACC05989,Credit,2889.83
TRANS005990,ACC05990,Credit,92.42
TRANS005991,ACC05991,Credit,284.62
TRANS005992,ACC05992,Debit,2042.86
TRANS005993,ACC05993,Debit,591.46
TRANS005994,ACC05994,Debit,4886.4
TRANS005995,ACC05995,Credit,484.52
TRANS005996,ACC05996,Credit,3668.08
TRANS005997,ACC05997,Credit,596.78
TRANS005998,ACC05998,Credit,2169.92
TRANS005999,ACC05999,Debit,4087.3
TRANS006000,ACC06000,Debit,2270.31
TRANS006001,ACC06001,Credit,3346.25
TRANS006002,ACC06002,Debit,2191.96
TRANS006003,ACC06003,Credit,1201.2
TRANS006004,ACC06004,Debit,3798.19
TRANS006005,ACC06005,Credit,982.88
TRANS006006,ACC06006,Debit,3516.22
TRANS006007,ACC06007,Debit,399.23
TRANS006008,ACC06008,Debit,2379.52
TRANS006009,ACC06009,Debit,2329.85
TRANS006010,ACC06010,Debit,1113.38
TRANS006011,ACC06011,Credit,21.94
TRANS006012,ACC06012,Debit,2372.64
TRANS006013,ACC06013,Credit,3348.58
TRANS006014,ACC06014,Credit,3096.05
TRANS006015,ACC06015,Credit,1023.16
TRANS006016,ACC06016,Credit,375.11
TRANS006017,ACC06017,Debit,1071.22
TRANS006018,ACC06018,Credit,189.02
TRANS006019,ACC06019,Credit,3213.69
TRANS006020,ACC06020,Debit,3759.14
TRANS006021,ACC06021,Debit,3918.91
TRANS006022,ACC06022,Debit,569.63
TRANS006023,ACC06023,Credit,4702.08
TRANS006024,ACC06024,Credit,2925.14
TRANS006025,ACC06025,Debit,884.54
TRANS006026,ACC06026,Credit,3177.94
TRANS006027,ACC06027,Debit,4445.47
TRANS006028,ACC06028,Debit,1631.71
TRANS006029,ACC06029,Credit,4211.78
TRANS006030,ACC06030,Credit,3816.14
TRANS006031,ACC06031,Credit,1826.97
TRANS006032,ACC06032,Debit,2968.57
TRANS006033,ACC06033,Debit,777.54
TRANS006034,ACC06034,Debit,4159.34
TRANS006035,ACC06035,Credit,4904.89
TRANS006036,ACC06036,Credit,1439.44
TRANS006037,ACC06037,Credit,2685.71
TRANS006038,ACC06038,Debit,4093.32
TRANS006039,ACC06039,Debit,2161.63
TRANS006040,ACC06040,Debit,838.35
TRANS006041,ACC06041,Credit,3845.24
TRANS006042,ACC06042,Debit,1352.82
TRANS006043,ACC06043,Debit,1609.12
TRANS006044,ACC06044,Debit,386.78
TRANS006045,ACC06045,Credit,896.8
TRANS006046,ACC06046,Credit,3903.5
TRANS006047,ACC06047,Credit,341.04
TRANS006048,ACC06048,Debit,982.58
TRANS006049,ACC06049,Credit,458.11
TRANS006050,ACC06050,Credit,670.91
TRANS006051,ACC06051,Credit,3496.83
TRANS006052,ACC06052,Debit,3064.16
TRANS006053,ACC06053,Debit,112.22
TRANS006054,ACC06054,Debit,430.33
TRANS006055,ACC06055,Credit,3228.02
TRANS006056,ACC06056,Credit,4052.19
TRANS006057,ACC06057,Debit,2588.17
TRANS006058,ACC06058,Debit,4836.7
TRANS006059,ACC06059,Debit,4612.88
TRANS006060,ACC06060,Credit,4720.15
TRANS006061,ACC06061,Debit,3661.42
TRANS006062,ACC06062,Credit,3143.43
TRANS006063,ACC06063,Debit,271.29
TRANS006064,ACC06064,Debit,3327.79
TRANS006065,ACC06065,Credit,1371.39
TRANS006066,ACC06066,Debit,3708.61
TRANS006067,ACC06067,Debit,1554.0
TRANS006068,ACC06068,Debit,454.42
TRANS006069,ACC06069,Debit,3073.63
TRANS006070,ACC06070,Credit,3197.39
TRANS006071,ACC06071,Credit,575.12
TRANS006072,ACC06072,Credit,998.99
TRANS006073,ACC06073,Credit,1387.62
TRANS006074,ACC06074,Credit,3862.28
TRANS006075,ACC06075,Debit,1657.45
TRANS006076,ACC06076,Credit,4825.69
TRANS006077,ACC06077,Debit,4279.31
TRANS006078,ACC06078,Credit,1475.98
TRANS006079,ACC06079,Debit,3904.49
TRANS006080,ACC06080,Debit,4380.32
TRANS006081,ACC06081,Credit,2313.36
TRANS006082,ACC06082,Credit,3029.46
TRANS006083,ACC06083,Debit,1327.0
TRANS006084,ACC06084,Debit,3034.51
TRANS006085,ACC06085,Debit,2450.6
TRANS006086,ACC06086,Debit,3633.81
TRANS006087,ACC06087,Credit,2236.94
TRANS006088,ACC06088,Credit,2301.84
TRANS006089,ACC06089,Debit,1038.2
TRANS006090,ACC06090,Debit,3744.34
TRANS006091,ACC06091,Credit,241.63
TRANS006092,ACC06092,Credit,3834.49
TRANS006093,ACC06093,Credit,3533.85
TRANS006094,ACC06094,Debit,3477.82
TRANS006095,ACC06095,Credit,1760.44
TRANS006096,ACC06096,Credit,1082.77
TRANS006097,ACC06097,Debit,1858.37
TRANS006098,ACC06098,Debit,2951.65
TRANS006099,ACC06099,Credit,1443.97
TRANS006100,ACC06100,Credit,1595.91
TRANS006101,ACC06101,Credit,2960.24
TRANS006102,ACC06102,Debit,942.59
TRANS006103,ACC06103,Credit,2952.45
TRANS006104,ACC06104,Debit,3771.25
TRANS006105,ACC06105,Debit,3839.94
TRANS006106,ACC06106,Credit,2472.88
TRANS006107,ACC06107,Debit,861.24
TRANS006108,ACC06108,Credit,2131.47
TRANS006109,ACC06109,Debit,4142.13
TRANS006110,ACC06110,Debit,576.47
TRANS006111,ACC06111,Credit,1201.74
TRANS006112,ACC06112,Debit,235.85
TRANS006113,ACC06113,Credit,3633.84
TRANS006114,ACC06114,Debit,3898.43
TRANS006115,ACC06115,Debit,3633.36
TRANS006116,ACC06116,Credit,1822.84
TRANS006117,ACC06117,Credit,3817.79
TRANS006118,ACC06118,Credit,2832.61
TRANS006119,ACC06119,Credit,1846.8
TRANS006120,ACC06120,Debit,3273.85
TRANS006121,ACC06121,Debit,2707.74
TRANS006122,ACC06122,Credit,4394.1
TRANS006123,ACC06123,Credit,3076.49
TRANS006124,ACC06124,Debit,4175.35
TRANS006125,ACC06125,Credit,2975.76
TRANS006126,ACC06126,Debit,3348.31
TRANS006127,ACC06127,Credit,702.25
TRANS006128,ACC06128,Credit,2985.0
TRANS006129,ACC06129,Debit,986.34
TRANS006130,ACC06130,Credit,4107.71
TRANS006131,ACC06131,Debit,3110.1
TRANS006132,ACC06132,Debit,929.34
TRANS006133,ACC06133,Credit,715.83
TRANS006134,ACC06134,Debit,4603.35
TRANS006135,ACC06135,Debit,239.66
TRANS006136,ACC06136,Debit,4570.95
TRANS006137,ACC06137,Credit,1992.99
TRANS006138,ACC06138,Debit,1118.28
TRANS006139,ACC06139,Credit,3857.23
TRANS006140,ACC06140,Credit,3130.05
TRANS006141,ACC06141,Debit,2012.06
TRANS006142,ACC06142,Debit,3030.48
TRANS006143,ACC06143,Debit,154.86
TRANS006144,ACC06144,Debit,951.26
TRANS006145,ACC06145,Credit,688.99
TRANS006146,ACC06146,Credit,1146.43
TRANS006147,ACC06147,Debit,4824.99
TRANS006148,ACC06148,Debit,3712.38
TRANS006149,ACC06149,Credit,851.82
TRANS006150,ACC06150,Debit,763.87
TRANS006151,ACC06151,Debit,2755.85
TRANS006152,ACC06152,Credit,4513.4
TRANS006153,ACC06153,Debit,3563.86
TRANS006154,ACC06154,Debit,3758.34
TRANS006155,ACC06155,Credit,3037.35
TRANS006156,ACC06156,Credit,1129.43
TRANS006157,ACC06157,Credit,291.14
TRANS006158,ACC06158,Credit,2128.3
TRANS006159,ACC06159,Credit,1854.23
TRANS006160,ACC06160,Debit,721.78
TRANS006161,ACC06161,Credit,4291.24
TRANS006162,ACC06162,Credit,1889.57
TRANS006163,ACC06163,Debit,1549.97
TRANS006164,ACC06164,Debit,1685.34
TRANS006165,ACC06165,Debit,3743.99
TRANS006166,ACC06166,Credit,4673.26
TRANS006167,ACC06167,Credit,1249.47
TRANS006168,ACC06168,Debit,3432.14
TRANS006169,ACC06169,Credit,418.21
TRANS006170,ACC06170,Credit,563.03
TRANS006171,ACC06171,Credit,1683.88
TRANS006172,ACC06172,Debit,4809.29
TRANS006173,ACC06173,Credit,2265.8
TRANS006174,ACC06174,Debit,1766.76
TRANS006175,ACC06175,Credit,3098.65
TRANS006176,ACC06176,Debit,1117.56
TRANS006177,ACC06177,Credit,3138.64
TRANS006178,ACC06178,Credit,1928.23
TRANS006179,ACC06179,Debit,3701.18
TRANS006180,ACC06180,Debit,464.17
TRANS006181,ACC06181,Debit,1512.6
TRANS006182,ACC06182,Debit,584.6
TRANS006183,ACC06183,Debit,1142.51
TRANS006184,ACC06184,Debit,2174.45
TRANS006185,ACC06185,Credit,1016.15
TRANS006186,ACC06186,Credit,3127.1
TRANS006187,ACC06187,Debit,4349.87
TRANS006188,ACC06188,Credit,3558.27
TRANS006189,ACC06189,Credit,3909.02
TRANS006190,ACC06190,Credit,4106.19
TRANS006191,ACC06191,Credit,962.35
TRANS006192,ACC06192,Credit,41.03
TRANS006193,ACC06193,Credit,800.08
TRANS006194,ACC06194,Credit,4460.12
TRANS006195,ACC06195,Credit,3639.04
TRANS006196,ACC06196,Debit,3218.5
TRANS006197,ACC06197,Credit,2230.98
TRANS006198,ACC06198,Credit,1895.27
TRANS006199,ACC06199,Credit,184.07
TRANS006200,ACC06200,Debit,783.41
TRANS006201,ACC06201,Credit,4377.7
TRANS006202,ACC06202,Debit,3063.58
TRANS006203,ACC06203,Credit,2124.63
TRANS006204,ACC06204,Debit,2530.43
TRANS006205,ACC06205,Debit,4308.55
TRANS006206,ACC06206,Debit,718.25
TRANS006207,ACC06207,Debit,379.18
TRANS006208,ACC06208,Credit,924.8
TRANS006209,ACC06209,Credit,1546.19
TRANS006210,ACC06210,Debit,4580.52
TRANS006211,ACC06211,Credit,2943.2
TRANS006212,ACC06212,Debit,2301.92
TRANS006213,ACC06213,Credit,2852.78
TRANS006214,ACC06214,Credit,406.55
TRANS006215,ACC06215,Credit,1419.89
TRANS006216,ACC06216,Credit,3394.23
TRANS006217,ACC06217,Credit,1818.27
TRANS006218,ACC06218,Credit,698.45
TRANS006219,ACC06219,Debit,2469.67
TRANS006220,ACC06220,Debit,491.61
TRANS006221,ACC06221,Debit,4670.6
TRANS006222,ACC06222,Credit,3656.61
TRANS006223,ACC06223,Debit,359.78
TRANS006224,ACC06224,Credit,2538.84
TRANS006225,ACC06225,Debit,2660.88
TRANS006226,ACC06226,Credit,3907.76
TRANS006227,ACC06227,Credit,4510.35
TRANS006228,ACC06228,Debit,1813.92
TRANS006229,ACC06229,Debit,2037.53
TRANS006230,ACC06230,Credit,2703.63
TRANS006231,ACC06231,Debit,1570.87
TRANS006232,ACC06232,Debit,4702.16
TRANS006233,ACC06233,Credit,3627.91
TRANS006234,ACC06234,Debit,1729.54
TRANS006235,ACC06235,Debit,850.49
TRANS006236,ACC06236,Credit,1084.31
TRANS006237,ACC06237,Credit,1781.59
TRANS006238,ACC06238,Debit,2094.75
TRANS006239,ACC06239,Credit,3942.61
TRANS006240,ACC06240,Debit,3126.65
TRANS006241,ACC06241,Debit,3114.63
TRANS006242,ACC06242,Credit,4682.49
TRANS006243,ACC06243,Debit,2219.16
TRANS006244,ACC06244,Debit,2878.4
TRANS006245,ACC06245,Credit,92.09
TRANS006246,ACC06246,Debit,4070.29
TRANS006247,ACC06247,Credit,2917.73
TRANS006248,ACC06248,Credit,2636.63
TRANS006249,ACC06249,Credit,2507.22
TRANS006250,ACC06250,Debit,4261.87
TRANS006251,ACC06251,Credit,2880.54
TRANS006252,ACC06252,Credit,3762.19
TRANS006253,ACC06253,Debit,3863.59
TRANS006254,ACC06254,Credit,4181.97
TRANS006255,ACC06255,Debit,527.42
TRANS006256,ACC06256,Credit,2396.81
TRANS006257,ACC06257,Credit,311.32
TRANS006258,ACC06258,Credit,2532.71
TRANS006259,ACC06259,Debit,4503.85
TRANS006260,ACC06260,Debit,596.39
TRANS006261,ACC06261,Debit,3528.93
TRANS006262,ACC06262,Credit,1769.98
TRANS006263,ACC06263,Debit,4381.9
TRANS006264,ACC06264,Debit,724.98
TRANS006265,ACC06265,Credit,3150.01
TRANS006266,ACC06266,Debit,929.53
TRANS006267,ACC06267,Credit,4430.86
TRANS006268,ACC06268,Debit,3524.0
TRANS006269,ACC06269,Debit,1357.07
TRANS006270,ACC06270,Debit,295.59
TRANS006271,ACC06271,Credit,3717.57
TRANS006272,ACC06272,Credit,2464.95
TRANS006273,ACC06273,Debit,1962.43
TRANS006274,ACC06274,Debit,974.97
TRANS006275,ACC06275,Credit,2544.14
TRANS006276,ACC06276,Debit,2440.93
TRANS006277,ACC06277,Debit,2087.2
TRANS006278,ACC06278,Credit,660.63
TRANS006279,ACC06279,Credit,4558.13
TRANS006280,ACC06280,Credit,4392.92
TRANS006281,ACC06281,Credit,2935.5
TRANS006282,ACC06282,Debit,809.89
TRANS006283,ACC06283,Debit,2016.56
TRANS006284,ACC06284,Credit,4627.07
TRANS006285,ACC06285,Credit,4547.77
TRANS006286,ACC06286,Debit,2331.87
TRANS006287,ACC06287,Debit,1885.52
TRANS006288,ACC06288,Credit,2777.27
TRANS006289,ACC06289,Debit,1226.17
TRANS006290,ACC06290,Credit,2853.7
TRANS006291,ACC06291,Debit,3762.62
TRANS006292,ACC06292,Debit,4830.89
TRANS006293,ACC06293,Credit,2977.76
TRANS006294,ACC06294,Credit,1294.69
TRANS006295,ACC06295,Debit,4703.99
TRANS006296,ACC06296,Credit,3935.13
TRANS006297,ACC06297,Credit,1884.18
TRANS006298,ACC06298,Credit,3680.71
TRANS006299,ACC06299,Credit,1862.88
TRANS006300,ACC06300,Debit,588.59
TRANS006301,ACC06301,Credit,1983.8
TRANS006302,ACC06302,Credit,1012.96
TRANS006303,ACC06303,Credit,4575.97
TRANS006304,ACC06304,Debit,1018.42
TRANS006305,ACC06305,Debit,2337.75
TRANS006306,ACC06306,Debit,620.76
TRANS006307,ACC06307,Debit,702.81
TRANS006308,ACC06308,Debit,2722.61
TRANS006309,ACC06309,Debit,2046.17
TRANS006310,ACC06310,Debit,4771.93
TRANS006311,ACC06311,Credit,3817.19
TRANS006312,ACC06312,Debit,337.93
TRANS006313,ACC06313,Credit,3029.08
TRANS006314,ACC06314,Debit,400.87
TRANS006315,ACC06315,Credit,3615.12
TRANS006316,ACC06316,Debit,488.4
TRANS006317,ACC06317,Debit,1784.18
TRANS006318,ACC06318,Credit,2415.51
TRANS006319,ACC06319,Debit,1160.72
TRANS006320,ACC06320,Debit,2617.9
TRANS006321,ACC06321,Credit,1036.19
TRANS006322,ACC06322,Debit,3382.34
TRANS006323,ACC06323,Debit,2406.05
TRANS006324,ACC06324,Credit,3285.38
TRANS006325,ACC06325,Debit,3742.77
TRANS006326,ACC06326,Credit,2983.58
TRANS006327,ACC06327,Credit,2615.5
TRANS006328,ACC06328,Debit,2536.12
TRANS006329,ACC06329,Credit,1146.2
TRANS006330,ACC06330,Debit,968.87
