Account ID,Customer ID,Account Type,Branch,Balance,Currency
ACC05338,CUST5132,Savings,New York,98819.95,EUR
ACC05339,CUST5133,Savings,Philadelphia,30293.69,EUR
ACC05340,CUST5134,Savings,San Diego,9951.21,INR
ACC05341,CUST5135,Fixed Deposit,Philadelphia,73778.58,USD
ACC05342,CUST5136,Recurring Deposit,New York,14878.74,JPY
ACC05343,CUST5137,Fixed Deposit,Houston,48216.32,GBP
ACC05344,CUST5138,Savings,San Diego,82127.69,JPY
ACC05345,CUST5139,Current,San Antonio,92699.64,INR
ACC05346,CUST5140,Savings,New York,29746.6,GBP
ACC05347,CUST3021,Savings,Phoenix,81947.14,GBP
ACC05348,CUST5141,Savings,San Diego,19526.17,EUR
ACC05349,CUST5142,Fixed Deposit,New York,39817.09,INR
ACC05350,CUST5143,Recurring Deposit,New York,87198.46,INR
ACC05351,CUST5144,Recurring Deposit,San Diego,47757.97,EUR
ACC05352,CUST5145,Fixed Deposit,Phoenix,72325.45,GBP
ACC05353,CUST3783,Recurring Deposit,Phoenix,51044.88,EUR
ACC05354,CUST5146,Fixed Deposit,Chicago,26465.95,GBP
ACC05355,CUST5147,Savings,Los Angeles,57942.07,JPY
ACC05356,CUST5148,Current,New York,6780.16,GBP
ACC05357,CUST5149,Recurring Deposit,Chicago,16456.87,EUR
ACC05358,CUST5150,Savings,Houston,12619.26,JPY
ACC05359,CUST5151,Fixed Deposit,San Antonio,4493.02,JPY
ACC05360,CUST5152,Recurring Deposit,New York,27449.32,EUR
ACC05361,CUST5153,Current,Chicago,48464.49,USD
ACC05362,CUST5154,Current,Phoenix,59044.15,INR
ACC05363,CUST5155,Fixed Deposit,New York,23520.47,INR
ACC05364,CUST5156,Current,Chicago,14702.36,USD
ACC05365,CUST5157,Fixed Deposit,San Diego,4190.52,USD
ACC05366,CUST5158,Current,San Antonio,59887.75,GBP
ACC05367,CUST5159,Fixed Deposit,Phoenix,32029.35,INR
ACC05368,CUST5160,Savings,San Antonio,35270.66,GBP
ACC05369,CUST5161,Fixed Deposit,Houston,33444.33,INR
ACC05370,CUST5162,Current,New York,43692.65,EUR
ACC05371,CUST5163,Savings,Philadelphia,12476.23,EUR
ACC05372,CUST5164,Current,Phoenix,9813.0,JPY
ACC05373,CUST5165,Current,San Antonio,38962.64,EUR
ACC05374,CUST1558,Current,Phoenix,99678.17,USD
ACC05375,CUST5166,Fixed Deposit,San Antonio,14874.13,INR
ACC05376,CUST5167,Savings,Phoenix,28943.79,USD
ACC05377,CUST5168,Recurring Deposit,San Antonio,91483.15,JPY
ACC05378,CUST5169,Fixed Deposit,Phoenix,15638.03,USD
ACC05379,CUST0893,Current,Los Angeles,76668.46,USD
ACC05380,CUST5170,Fixed Deposit,New York,41640.06,USD
ACC05381,CUST5171,Recurring Deposit,Phoenix,62467.18,USD
ACC05382,CUST5172,Savings,Philadelphia,87056.57,JPY
ACC05383,CUST5173,Recurring Deposit,San Diego,90734.71,INR
ACC05384,CUST5174,Fixed Deposit,San Diego,64879.68,EUR
ACC05385,CUST5175,Recurring Deposit,Houston,64684.64,GBP
ACC05386,CUST0644,Current,Los Angeles,64851.73,INR
ACC05387,CUST5176,Savings,Los Angeles,83181.94,JPY
ACC05388,CUST5177,Fixed Deposit,San Antonio,49645.57,JPY
ACC05389,CUST5178,Savings,Phoenix,72820.04,GBP
ACC05390,CUST5179,Current,Los Angeles,69394.87,EUR
ACC05391,CUST5180,Recurring Deposit,San Diego,50062.36,INR
ACC05392,CUST3872,Recurring Deposit,Los Angeles,13322.98,INR
ACC05393,CUST5181,Current,New York,27513.1,GBP
ACC05394,CUST5182,Fixed Deposit,Philadelphia,48771.91,USD
ACC05395,CUST5183,Fixed Deposit,San Antonio,40528.26,JPY
ACC05396,CUST5184,Current,Chicago,29353.01,INR
ACC05397,CUST5185,Recurring Deposit,Los Angeles,13686.09,EUR
ACC05398,CUST5186,Fixed Deposit,New York,74408.27,INR
ACC05399,CUST5187,Savings,Chicago,85229.38,JPY
ACC05400,CUST5188,Fixed Deposit,San Antonio,42589.49,JPY
ACC05401,CUST5189,Current,Phoenix,24677.46,USD
ACC05402,CUST5190,Fixed Deposit,San Diego,16998.12,INR
ACC05403,CUST5191,Recurring Deposit,Houston,94775.16,INR
ACC05404,CUST5192,Current,Philadelphia,25456.52,USD
ACC05405,CUST5193,Current,Chicago,44469.22,JPY
ACC05406,CUST5194,Fixed Deposit,San Diego,13258.14,EUR
ACC05407,CUST5195,Recurring Deposit,Phoenix,27731.69,USD
ACC05408,CUST5196,Savings,San Diego,22676.14,GBP
ACC05409,CUST5197,Recurring Deposit,San Antonio,67244.16,INR
ACC05410,CUST2754,Recurring Deposit,San Diego,19468.41,INR
ACC05411,CUST5198,Recurring Deposit,Los Angeles,4058.69,USD
ACC05412,CUST5199,Recurring Deposit,Los Angeles,4076.06,USD
ACC05413,CUST5200,Recurring Deposit,San Diego,49673.51,EUR
ACC05414,CUST5201,Recurring Deposit,Phoenix,60029.36,USD
ACC05415,CUST5202,Fixed Deposit,Philadelphia,65126.23,JPY
ACC05416,CUST5203,Fixed Deposit,Philadelphia,93170.66,JPY
ACC05417,CUST5204,Recurring Deposit,Los Angeles,12373.88,INR
ACC05418,CUST5205,Current,Philadelphia,17761.7,EUR
ACC05419,CUST5206,Current,Phoenix,89889.04,USD
ACC05420,CUST3783,Fixed Deposit,Philadelphia,98378.49,JPY
ACC05421,CUST5207,Recurring Deposit,Chicago,97374.89,USD
ACC05422,CUST5208,Savings,Phoenix,9751.08,GBP
ACC05423,CUST5209,Current,Phoenix,20040.48,INR
ACC05424,CUST5210,Fixed Deposit,Philadelphia,38751.59,JPY
ACC05425,CUST2206,Fixed Deposit,Chicago,91936.0,JPY
ACC05426,CUST5211,Recurring Deposit,Chicago,70847.64,USD
ACC05427,CUST4287,Recurring Deposit,Philadelphia,24763.15,EUR
ACC05428,CUST5212,Recurring Deposit,Los Angeles,60054.28,USD
ACC05429,CUST5213,Savings,Chicago,32107.47,GBP
ACC05430,CUST5214,Recurring Deposit,Houston,23001.42,INR
ACC05431,CUST5215,Recurring Deposit,Houston,83865.68,GBP
ACC05432,CUST5216,Fixed Deposit,San Antonio,84781.64,INR
ACC05433,CUST5217,Fixed Deposit,Phoenix,66765.5,JPY
ACC05434,CUST5218,Savings,San Antonio,64496.1,INR
ACC05435,CUST5219,Savings,Los Angeles,39450.12,JPY
ACC05436,CUST3099,Recurring Deposit,San Antonio,46051.69,GBP
ACC05437,CUST5220,Savings,Philadelphia,32666.32,INR
ACC05438,CUST5221,Savings,Houston,42024.2,GBP
ACC05439,CUST5222,Fixed Deposit,San Diego,78632.82,EUR
ACC05440,CUST5223,Savings,New York,25608.21,INR
ACC05441,CUST5224,Savings,Chicago,60377.43,EUR
ACC05442,CUST5225,Recurring Deposit,Los Angeles,19086.67,USD
ACC05443,CUST5226,Recurring Deposit,San Antonio,89370.16,GBP
ACC05444,CUST5227,Recurring Deposit,Philadelphia,31782.84,USD
ACC05445,CUST4604,Fixed Deposit,San Diego,70016.24,JPY
ACC05446,CUST5228,Fixed Deposit,San Antonio,17847.89,INR
ACC05447,CUST5229,Current,Chicago,2962.84,JPY
ACC05448,CUST5230,Current,Philadelphia,63430.86,INR
ACC05449,CUST5231,Savings,San Diego,40149.48,USD
ACC05450,CUST1895,Current,San Antonio,69148.03,JPY
ACC05451,CUST5232,Recurring Deposit,New York,91606.97,GBP
ACC05452,CUST5233,Savings,Phoenix,86168.63,JPY
ACC05453,CUST5234,Recurring Deposit,San Antonio,46178.03,JPY
ACC05454,CUST5235,Savings,New York,94900.02,INR
ACC05455,CUST5236,Current,New York,73781.6,INR
ACC05456,CUST5237,Recurring Deposit,Los Angeles,67083.28,JPY
ACC05457,CUST1753,Current,Houston,22150.37,JPY
ACC05458,CUST5238,Current,Chicago,93716.43,INR
ACC05459,CUST5239,Recurring Deposit,Los Angeles,19591.01,EUR
ACC05460,CUST5240,Current,New York,95940.63,JPY
ACC05461,CUST5241,Recurring Deposit,Chicago,25163.92,USD
ACC05462,CUST5242,Fixed Deposit,Philadelphia,78305.89,USD
ACC05463,CUST5243,Recurring Deposit,Chicago,35208.97,GBP
ACC05464,CUST5244,Fixed Deposit,Philadelphia,68914.86,JPY
ACC05465,CUST5245,Recurring Deposit,Houston,94650.69,INR
ACC05466,CUST5246,Current,Los Angeles,93337.81,JPY
ACC05467,CUST5247,Current,San Diego,98989.09,GBP
ACC05468,CUST5248,Recurring Deposit,Chicago,73592.98,USD
ACC05469,CUST5249,Current,Philadelphia,8739.05,INR
ACC05470,CUST0152,Current,San Diego,71392.98,USD
ACC05471,CUST5250,Current,Chicago,95997.73,GBP
ACC05472,CUST5251,Recurring Deposit,Phoenix,14450.7,GBP
ACC05473,CUST5252,Savings,Phoenix,35027.96,USD
ACC05474,CUST5253,Recurring Deposit,Philadelphia,57210.98,INR
ACC05475,CUST5254,Fixed Deposit,Houston,75580.21,INR
ACC05476,CUST5255,Recurring Deposit,Philadelphia,80876.91,GBP
ACC05477,CUST5256,Savings,San Antonio,48997.13,EUR
ACC05478,CUST5257,Savings,Phoenix,3412.64,JPY
ACC05479,CUST5258,Current,Los Angeles,56778.15,GBP
ACC05480,CUST5259,Fixed Deposit,Houston,7190.22,JPY
ACC05481,CUST5260,Current,Phoenix,17485.82,GBP
ACC05482,CUST5261,Current,Philadelphia,28459.13,USD
ACC05483,CUST5262,Savings,Los Angeles,88799.47,JPY
ACC05484,CUST5263,Current,Phoenix,31591.61,GBP
ACC05485,CUST2437,Savings,San Diego,80063.25,JPY
ACC05486,CUST5264,Recurring Deposit,Los Angeles,51555.26,USD
ACC05487,CUST5265,Savings,Chicago,4798.78,EUR
ACC05488,CUST5266,Recurring Deposit,Chicago,37614.2,GBP
ACC05489,CUST5267,Recurring Deposit,Houston,65751.73,INR
ACC05490,CUST5268,Recurring Deposit,Chicago,83937.27,EUR
ACC05491,CUST5269,Savings,Houston,32222.62,GBP
ACC05492,CUST5270,Savings,Houston,83285.52,JPY
ACC05493,CUST5271,Current,Houston,22576.36,GBP
ACC05494,CUST5272,Current,Philadelphia,15063.07,JPY
ACC05495,CUST5273,Current,Houston,22424.38,GBP
ACC05496,CUST5274,Savings,San Diego,42588.1,USD
ACC05497,CUST5275,Current,Los Angeles,49551.75,GBP
ACC05498,CUST5276,Current,Chicago,70285.68,GBP
ACC05499,CUST5277,Fixed Deposit,Philadelphia,35533.25,INR
ACC05500,CUST5278,Fixed Deposit,Los Angeles,44596.22,GBP
ACC05501,CUST5279,Savings,Chicago,35039.63,JPY
ACC05502,CUST5280,Fixed Deposit,New York,44412.51,USD
ACC05503,CUST5281,Current,Philadelphia,3283.47,USD
ACC05504,CUST5282,Recurring Deposit,Los Angeles,69725.21,GBP
ACC05505,CUST5283,Current,Phoenix,33579.79,JPY
ACC05506,CUST5284,Savings,San Antonio,54175.66,USD
ACC05507,CUST0087,Recurring Deposit,Houston,73818.74,GBP
ACC05508,CUST5285,Recurring Deposit,Chicago,57894.44,EUR
ACC05509,CUST5286,Fixed Deposit,San Diego,60476.85,EUR
ACC05510,CUST5287,Savings,New York,84800.32,USD
ACC05511,CUST5288,Current,Houston,77881.68,INR
ACC05512,CUST5289,Savings,Phoenix,61673.22,EUR
ACC05513,CUST5290,Recurring Deposit,New York,95350.9,INR
ACC05514,CUST5291,Savings,Philadelphia,43895.46,USD
ACC05515,CUST5292,Savings,San Diego,32697.96,EUR
ACC05516,CUST5293,Recurring Deposit,San Antonio,3193.75,INR
ACC05517,CUST5294,Savings,Philadelphia,46258.69,INR
ACC05518,CUST5295,Current,Philadelphia,76350.82,USD
ACC05519,CUST5296,Fixed Deposit,Phoenix,42515.74,JPY
ACC05520,CUST5297,Savings,Phoenix,49216.05,USD
ACC05521,CUST5298,Current,Houston,12370.47,JPY
ACC05522,CUST5299,Savings,Chicago,97788.31,USD
ACC05523,CUST5300,Fixed Deposit,San Antonio,37001.92,GBP
ACC05524,CUST5301,Savings,Phoenix,68866.21,GBP
ACC05525,CUST3739,Current,San Antonio,29069.06,GBP
ACC05526,CUST5302,Fixed Deposit,Los Angeles,62877.52,GBP
ACC05527,CUST5303,Savings,Los Angeles,55646.02,GBP
ACC05528,CUST5304,Current,Houston,61829.33,GBP
ACC05529,CUST5305,Recurring Deposit,New York,83275.69,USD
ACC05530,CUST5306,Current,San Antonio,83474.94,INR
ACC05531,CUST5307,Savings,Los Angeles,90162.32,EUR
ACC05532,CUST5308,Savings,Phoenix,22348.51,USD
ACC05533,CUST5309,Savings,Phoenix,69242.87,INR
ACC05534,CUST5310,Current,Philadelphia,10752.93,USD
ACC05535,CUST5311,Fixed Deposit,Los Angeles,70463.1,GBP
ACC05536,CUST5312,Recurring Deposit,Houston,53040.18,USD
ACC05537,CUST5313,Fixed Deposit,Houston,87990.23,JPY
ACC05538,CUST2289,Recurring Deposit,San Diego,20253.6,EUR
ACC05539,CUST5314,Savings,San Antonio,26766.17,JPY
ACC05540,CUST5315,Current,Los Angeles,17760.68,GBP
ACC05541,CUST3810,Recurring Deposit,Philadelphia,5381.17,EUR
ACC05542,CUST3199,Savings,Philadelphia,70918.62,GBP
ACC05543,CUST0753,Fixed Deposit,Houston,73470.84,USD
ACC05544,CUST5316,Savings,Los Angeles,31439.18,GBP
ACC05545,CUST5317,Current,San Antonio,34818.74,INR
ACC05546,CUST5318,Current,New York,70958.73,GBP
ACC05547,CUST2682,Current,Houston,18959.03,GBP
ACC05548,CUST0363,Recurring Deposit,Los Angeles,77113.1,EUR
ACC05549,CUST5319,Fixed Deposit,Los Angeles,25386.56,USD
ACC05550,CUST5320,Savings,San Diego,3228.67,GBP
ACC05551,CUST5321,Recurring Deposit,Phoenix,63678.57,JPY
ACC05552,CUST5322,Fixed Deposit,San Antonio,56281.87,USD
ACC05553,CUST5323,Savings,Los Angeles,76375.7,EUR
ACC05554,CUST5324,Current,New York,68078.15,GBP
ACC05555,CUST5325,Savings,San Antonio,88903.1,GBP
ACC05556,CUST5326,Savings,Chicago,86484.49,EUR
ACC05557,CUST5327,Current,San Diego,90173.12,JPY
ACC05558,CUST5328,Fixed Deposit,Houston,55278.05,EUR
ACC05559,CUST5329,Fixed Deposit,Los Angeles,88982.31,INR
ACC05560,CUST5330,Current,San Diego,43916.34,JPY
ACC05561,CUST5331,Savings,Houston,64594.99,GBP
ACC05562,CUST5332,Savings,New York,74938.61,GBP
ACC05563,CUST5333,Recurring Deposit,New York,91721.89,GBP
ACC05564,CUST5334,Fixed Deposit,Chicago,26482.05,EUR
ACC05565,CUST5335,Savings,Los Angeles,33141.62,USD
ACC05566,CUST5336,Recurring Deposit,Chicago,39659.03,USD
ACC05567,CUST5337,Fixed Deposit,Phoenix,29626.97,INR
ACC05568,CUST5338,Current,Phoenix,13677.86,EUR
ACC05569,CUST5339,Savings,Phoenix,19992.0,EUR
ACC05570,CUST5340,Current,Chicago,71439.84,USD
ACC05571,CUST5341,Recurring Deposit,San Antonio,4769.84,GBP
ACC05572,CUST5342,Savings,New York,51128.23,JPY
ACC05573,CUST5343,Savings,Phoenix,83223.77,INR
ACC05574,CUST5344,Current,Houston,98533.45,INR
ACC05575,CUST5345,Fixed Deposit,Los Angeles,91758.41,USD
ACC05576,CUST5346,Current,New York,63939.22,GBP
ACC05577,CUST5347,Savings,Phoenix,58429.38,USD
ACC05578,CUST5348,Fixed Deposit,Chicago,12957.97,GBP
ACC05579,CUST4703,Savings,Los Angeles,39554.77,JPY
ACC05580,CUST5349,Recurring Deposit,Chicago,21403.44,GBP
ACC05581,CUST5350,Savings,Houston,2123.93,USD
ACC05582,CUST5351,Fixed Deposit,Los Angeles,46631.98,USD
ACC05583,CUST5352,Savings,San Diego,63421.46,GBP
ACC05584,CUST5353,Current,San Diego,19561.79,EUR
ACC05585,CUST5354,Recurring Deposit,Chicago,25168.56,EUR
ACC05586,CUST5355,Recurring Deposit,San Antonio,20077.35,GBP
ACC05587,CUST5356,Current,Houston,45220.58,INR
ACC05588,CUST5357,Recurring Deposit,Houston,46907.77,EUR
ACC05589,CUST5358,Current,New York,61891.56,JPY
ACC05590,CUST5359,Savings,San Diego,98169.49,INR
ACC05591,CUST5360,Fixed Deposit,San Diego,60039.83,GBP
ACC05592,CUST5361,Current,Phoenix,95245.12,INR
ACC05593,CUST5362,Current,Phoenix,23597.03,USD
ACC05594,CUST3811,Current,Philadelphia,93955.44,JPY
ACC05595,CUST5363,Current,New York,18849.02,USD
ACC05596,CUST5364,Savings,Chicago,39737.66,INR
ACC05597,CUST5365,Current,San Diego,53432.12,USD
ACC05598,CUST5366,Recurring Deposit,New York,40211.61,GBP
ACC05599,CUST5367,Recurring Deposit,Phoenix,62071.73,GBP
ACC05600,CUST5368,Fixed Deposit,San Antonio,63572.91,GBP
ACC05601,CUST5369,Recurring Deposit,New York,85734.1,USD
ACC05602,CUST5370,Recurring Deposit,Phoenix,73395.27,INR
ACC05603,CUST5371,Savings,Los Angeles,63264.31,JPY
ACC05604,CUST5372,Current,San Diego,15024.66,EUR
ACC05605,CUST3713,Recurring Deposit,San Antonio,86948.49,GBP
ACC05606,CUST5373,Fixed Deposit,San Antonio,52912.3,USD
ACC05607,CUST5374,Fixed Deposit,Philadelphia,35054.72,INR
ACC05608,CUST3730,Current,San Diego,16258.93,EUR
ACC05609,CUST5375,Fixed Deposit,San Antonio,969.6,EUR
ACC05610,CUST5376,Current,San Antonio,94511.16,EUR
ACC05611,CUST5377,Fixed Deposit,San Diego,14892.65,INR
ACC05612,CUST0692,Current,Houston,63502.98,USD
ACC05613,CUST5378,Recurring Deposit,Chicago,66632.97,EUR
ACC05614,CUST5379,Current,Chicago,84463.2,JPY
ACC05615,CUST5380,Current,Los Angeles,10483.17,GBP
ACC05616,CUST5381,Recurring Deposit,San Antonio,80025.44,INR
ACC05617,CUST5382,Current,New York,86472.39,JPY
ACC05618,CUST5383,Recurring Deposit,Philadelphia,26309.87,INR
ACC05619,CUST5384,Recurring Deposit,Chicago,6448.66,EUR
ACC05620,CUST5385,Recurring Deposit,Houston,67601.24,EUR
ACC05621,CUST2454,Savings,Phoenix,40106.05,JPY
ACC05622,CUST5386,Savings,Phoenix,88359.18,USD
ACC05623,CUST5387,Savings,New York,7304.77,GBP
ACC05624,CUST5388,Current,Philadelphia,53965.32,EUR
ACC05625,CUST5389,Fixed Deposit,Philadelphia,63864.97,JPY
ACC05626,CUST5390,Savings,San Diego,14453.63,INR
ACC05627,CUST5391,Current,Phoenix,95973.93,EUR
ACC05628,CUST5392,Current,Phoenix,55394.74,GBP
ACC05629,CUST5393,Current,Chicago,56418.4,INR
ACC05630,CUST5394,Savings,San Antonio,66513.74,EUR
ACC05631,CUST4413,Fixed Deposit,San Diego,64780.13,INR
ACC05632,CUST5395,Recurring Deposit,Chicago,71602.64,EUR
ACC05633,CUST5396,Fixed Deposit,Philadelphia,37337.28,GBP
ACC05634,CUST5397,Savings,New York,12053.4,INR
ACC05635,CUST5398,Recurring Deposit,Phoenix,24868.82,INR
ACC05636,CUST5399,Fixed Deposit,San Diego,13036.61,JPY
ACC05637,CUST5400,Savings,San Antonio,1551.04,JPY
ACC05638,CUST5401,Current,Chicago,4712.56,GBP
ACC05639,CUST5402,Savings,Chicago,22285.03,JPY
ACC05640,CUST5403,Fixed Deposit,San Antonio,92548.03,EUR
ACC05641,CUST5404,Recurring Deposit,Phoenix,68300.58,GBP
ACC05642,CUST5405,Recurring Deposit,San Antonio,40742.67,USD
ACC05643,CUST5406,Current,Phoenix,23988.26,GBP
ACC05644,CUST5407,Fixed Deposit,San Diego,77234.71,JPY
ACC05645,CUST5408,Current,Houston,69729.61,GBP
ACC05646,CUST3560,Recurring Deposit,Chicago,85275.74,INR
ACC05647,CUST5409,Fixed Deposit,New York,57562.34,GBP
ACC05648,CUST5410,Current,Philadelphia,54764.66,GBP
ACC05649,CUST5411,Current,Phoenix,61156.7,INR
ACC05650,CUST5412,Savings,Phoenix,6263.51,JPY
ACC05651,CUST5413,Savings,San Diego,73872.34,INR
ACC05652,CUST5414,Current,San Antonio,95485.13,USD
ACC05653,CUST5415,Savings,San Antonio,97772.37,EUR
ACC05654,CUST4839,Current,Los Angeles,59411.86,EUR
ACC05655,CUST5416,Recurring Deposit,Chicago,21942.69,GBP
ACC05656,CUST5417,Current,Philadelphia,62223.29,EUR
ACC05657,CUST5418,Savings,Phoenix,85567.69,EUR
ACC05658,CUST1110,Savings,New York,71518.16,EUR
ACC05659,CUST5419,Current,Houston,815.85,INR
ACC05660,CUST5420,Recurring Deposit,San Diego,73062.07,GBP
ACC05661,CUST5421,Current,Philadelphia,35033.09,GBP
ACC05662,CUST5422,Current,San Diego,72624.1,GBP
ACC05663,CUST5423,Current,San Diego,57056.33,EUR
ACC05664,CUST5424,Savings,Phoenix,63185.15,GBP
ACC05665,CUST5425,Recurring Deposit,Philadelphia,87794.79,EUR
ACC05666,CUST5426,Current,Phoenix,69908.77,INR
ACC05667,CUST3376,Fixed Deposit,New York,48209.46,USD
ACC05668,CUST5427,Current,San Antonio,37987.01,EUR
ACC05669,CUST5428,Current,New York,70222.72,USD
ACC05670,CUST5429,Savings,San Antonio,25288.68,GBP
ACC05671,CUST4843,Current,Houston,28147.71,INR
ACC05672,CUST5430,Savings,Houston,64273.38,EUR
ACC05673,CUST5431,Recurring Deposit,Houston,72438.36,INR
ACC05674,CUST5432,Savings,New York,89186.3,USD
ACC05675,CUST5433,Current,New York,60770.81,GBP
ACC05676,CUST5434,Current,San Antonio,81167.07,JPY
ACC05677,CUST5435,Recurring Deposit,Chicago,26425.49,JPY
ACC05678,CUST5436,Current,San Antonio,6388.58,USD
ACC05679,CUST5437,Recurring Deposit,Philadelphia,31678.61,USD
ACC05680,CUST5438,Savings,San Diego,7965.04,GBP
ACC05681,CUST2689,Fixed Deposit,San Diego,20171.77,EUR
ACC05682,CUST5439,Recurring Deposit,Philadelphia,47996.99,GBP
ACC05683,CUST5440,Fixed Deposit,San Antonio,44032.06,JPY
ACC05684,CUST5441,Fixed Deposit,Phoenix,45211.24,JPY
ACC05685,CUST5442,Recurring Deposit,San Antonio,61709.73,EUR
ACC05686,CUST5443,Fixed Deposit,Philadelphia,22592.27,EUR
ACC05687,CUST5444,Recurring Deposit,New York,95377.06,GBP
ACC05688,CUST5445,Recurring Deposit,San Antonio,70806.91,EUR
ACC05689,CUST5446,Current,Los Angeles,85543.55,EUR
ACC05690,CUST5447,Savings,New York,92547.79,JPY
ACC05691,CUST5448,Savings,Los Angeles,60318.76,EUR
ACC05692,CUST5449,Recurring Deposit,Phoenix,8242.42,JPY
ACC05693,CUST5450,Recurring Deposit,Houston,60046.54,USD
ACC05694,CUST1929,Fixed Deposit,Chicago,12323.74,EUR
ACC05695,CUST5451,Savings,San Antonio,50399.68,EUR
ACC05696,CUST5452,Savings,San Diego,20368.6,JPY
ACC05697,CUST5453,Current,San Diego,36481.26,EUR
ACC05698,CUST5454,Recurring Deposit,Los Angeles,25750.5,GBP
ACC05699,CUST5455,Current,Houston,33574.9,USD
ACC05700,CUST5456,Fixed Deposit,Philadelphia,65824.14,INR
ACC05701,CUST5457,Current,Los Angeles,5962.57,GBP
ACC05702,CUST5458,Current,Los Angeles,8460.34,INR
ACC05703,CUST5459,Fixed Deposit,San Diego,20398.03,JPY
ACC05704,CUST5460,Current,Houston,51693.27,INR
ACC05705,CUST5461,Fixed Deposit,Houston,6824.75,JPY
ACC05706,CUST5462,Fixed Deposit,New York,95118.47,INR
ACC05707,CUST5463,Current,Houston,8235.4,USD
ACC05708,CUST5464,Current,San Diego,83708.57,INR
ACC05709,CUST5465,Savings,Chicago,90903.59,INR
ACC05710,CUST5466,Fixed Deposit,Los Angeles,13672.68,INR
ACC05711,CUST5467,Current,Phoenix,38877.3,USD
ACC05712,CUST5468,Fixed Deposit,Philadelphia,88060.7,EUR
ACC05713,CUST5469,Fixed Deposit,San Antonio,37145.75,USD
ACC05714,CUST5470,Current,Los Angeles,75503.49,JPY
ACC05715,CUST2401,Fixed Deposit,San Antonio,38124.58,EUR
ACC05716,CUST5471,Recurring Deposit,Philadelphia,99877.32,JPY
ACC05717,CUST5472,Savings,Phoenix,86471.34,INR
ACC05718,CUST5473,Fixed Deposit,San Diego,71709.82,EUR
ACC05719,CUST5474,Fixed Deposit,San Diego,75386.2,USD
ACC05720,CUST5475,Current,Houston,21913.36,JPY
ACC05721,CUST5476,Current,Houston,46895.45,GBP
ACC05722,CUST5477,Current,San Diego,37071.47,JPY
ACC05723,CUST5478,Current,Houston,88437.91,EUR
ACC05724,CUST5479,Current,Phoenix,71561.59,EUR
ACC05725,CUST5480,Current,San Diego,92993.91,EUR
ACC05726,CUST1029,Savings,Houston,96783.07,USD
ACC05727,CUST5481,Current,Phoenix,13433.39,USD
ACC05728,CUST5482,Savings,San Diego,14535.17,JPY
ACC05729,CUST5483,Savings,Houston,89002.84,USD
ACC05730,CUST5484,Fixed Deposit,San Antonio,62887.59,JPY
ACC05731,CUST4724,Current,San Antonio,13744.1,JPY
ACC05732,CUST5485,Savings,Philadelphia,70421.1,GBP
ACC05733,CUST5486,Fixed Deposit,Phoenix,55156.55,JPY
ACC05734,CUST5487,Recurring Deposit,San Diego,84151.02,GBP
ACC05735,CUST5488,Current,Phoenix,35694.26,INR
ACC05736,CUST5489,Savings,Houston,81567.68,USD
ACC05737,CUST5490,Savings,Chicago,83808.21,JPY
ACC05738,CUST5491,Fixed Deposit,New York,13863.92,JPY
ACC05739,CUST5492,Recurring Deposit,San Diego,55430.08,JPY
ACC05740,CUST5493,Recurring Deposit,Chicago,2965.1,GBP
ACC05741,CUST5494,Current,Los Angeles,74353.45,JPY
ACC05742,CUST5495,Fixed Deposit,Chicago,57082.85,INR
ACC05743,CUST5496,Recurring Deposit,Chicago,22107.99,INR
ACC05744,CUST5497,Fixed Deposit,Chicago,16264.37,EUR
ACC05745,CUST5498,Savings,New York,66795.55,GBP
ACC05746,CUST5499,Recurring Deposit,Phoenix,69484.97,GBP
ACC05747,CUST5500,Fixed Deposit,San Antonio,51543.45,EUR
ACC05748,CUST5501,Savings,Los Angeles,47154.04,USD
ACC05749,CUST5502,Recurring Deposit,San Antonio,49627.19,EUR
ACC05750,CUST5503,Fixed Deposit,Houston,47963.88,INR
ACC05751,CUST5504,Savings,Los Angeles,92997.28,JPY
ACC05752,CUST1647,Savings,New York,99406.4,EUR
ACC05753,CUST5505,Recurring Deposit,New York,81403.32,JPY
ACC05754,CUST5506,Recurring Deposit,New York,28716.89,EUR
ACC05755,CUST5507,Savings,Los Angeles,13718.51,JPY
ACC05756,CUST5508,Recurring Deposit,Houston,92465.91,INR
ACC05757,CUST5509,Fixed Deposit,New York,81806.36,USD
ACC05758,CUST5510,Fixed Deposit,San Antonio,74363.48,USD
ACC05759,CUST5511,Recurring Deposit,Los Angeles,41463.45,USD
ACC05760,CUST5512,Recurring Deposit,Philadelphia,83106.68,JPY
ACC05761,CUST5513,Recurring Deposit,Phoenix,29439.74,GBP
ACC05762,CUST5514,Recurring Deposit,San Antonio,30318.01,EUR
ACC05763,CUST5515,Current,San Antonio,98572.3,INR
ACC05764,CUST5516,Current,Phoenix,15683.1,EUR
ACC05765,CUST5517,Recurring Deposit,San Antonio,32701.83,INR
ACC05766,CUST5518,Savings,Phoenix,57693.26,USD
ACC05767,CUST5519,Savings,Houston,39772.14,INR
ACC05768,CUST5520,Fixed Deposit,Philadelphia,78505.27,JPY
ACC05769,CUST5521,Recurring Deposit,Chicago,7681.25,JPY
ACC05770,CUST5522,Fixed Deposit,Chicago,66028.41,EUR
ACC05771,CUST5523,Fixed Deposit,San Antonio,87972.52,INR
ACC05772,CUST5524,Savings,Phoenix,20598.84,INR
